traffic_type,app,split,protocol_id,rtt,rtt_valid,syn_count,fin_count,rst_count,n_dst_ips,n_dst_ports,n_src_ports,conn_per_sec,packet_sizes,iats,directions
metaverse,Zepeto,pretrain,0,0.060816,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.060816, 0.000486, 0.000627, 0.04335, 0.146644, 0.05218, 0.735338, 0.045516]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.055857,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.055857, 0.000449, 0.000648, 0.043394, 0.216018, 0.024287, 0.69428, 0.143267]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.048228,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.048228, 0.000431, 0.000665, 0.043441, 0.284894, 0.02598, 0.623739, 0.058743]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.045357,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.045357, 0.000416, 0.000808, 0.043361, 0.354271, 0.026833, 0.553527, 0.058736]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.040277,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.040277, 0.000401, 0.001969, 0.048231, 0.417888, 0.027153, 0.483861, 0.044546]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.03621,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.03621, 0.000388, 0.002018, 0.048251, 0.492677, 0.000439, 0.03156, 0.404239, 0.058383]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.028812,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028812, 0.000375, 0.002041, 0.048287, 0.563928, 0.000398, 0.026001, 0.338639, 0.04438]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.032804,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.032804, 0.00023, 0.001135, 0.04207, 0.632723, 0.026626, 0.269868, 0.05799]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.028715,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028715, 0.000134, 0.001181, 0.042842, 0.700101, 0.000643, 0.000446, 0.027366, 0.199923, 0.044365]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.025069,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.025069, 0.000108, 0.001205, 0.042034, 0.782197, 0.000644, 0.03398, 0.112522, 0.043915]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.029157,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.029157, 0.000307, 0.001071, 0.032239, 0.851706, 0.039541, 0.038253, 0.176853]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.029998,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.029998, 0.00037, 0.00104, 0.027172, 0.926646, 0.027987, 0.006505, 0.083614]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.042447,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.042447, 0.005942, 0.933938, 0.027143, 0.084674, 0.000431, 0.031468, 0.00195, 0.241695]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.038873,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1536, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40, 40, 40, 40, 40, 40, 5998, 40, 40, 40, 10000, 40, 40, 10000, 40, 40, 10000, 40, 40, 4636, 40, 40, 10000, 40, 40, 9658, 40, 40, 4474, 40, 40]","[0.0, 0.038873, 0.000657, 0.001104, 0.03198, 0.099176, 0.000341, 0.024649, 0.47434, 0.056664, 0.004806, 0.003208, 0.001914, 0.002309, 0.003427, 0.001407, 0.002721, 0.00091, 0.000229, 0.000493, 0.006758, 0.006219, 0.000337, 0.005852, 0.004784, 0.000243, 0.000245, 0.00019, 0.000143, 0.008624, 0.00018, 0.003032, 0.000359, 0.000473, 0.000504, 0.000275, 0.000129, 0.004966, 0.000691, 0.000214, 0.000354, 0.003555, 0.00031, 8e-05, 0.000159, 0.000229, 7.8e-05, 0.000134, 0.000152, 0.004781, 0.000133, 0.000144, 5.6e-05, 4.9e-05, 0.006573, 0.000144, 0.00018, 0.000241, 8.5e-05, 0.000137, 0.003583, 0.030366, 0.000201, 0.0087]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.033268,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 2560, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 2080, 40, 40]","[0.0, 0.033268, 0.000529, 0.001148, 0.031466, 0.168539, 0.04394, 0.387094, 0.056108, 0.00494, 0.003046, 0.001914, 0.002307, 0.00342, 0.001401, 0.002703, 0.000907, 0.000275, 0.000446, 0.044019, 0.000568, 0.000398, 0.000367, 0.000289, 0.00247, 0.00031, 0.000238, 0.000229, 0.000212, 0.000154, 9.7e-05, 9.3e-05, 3.7e-05, 4.5e-05, 0.011466]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]"
metaverse,Zepeto,downstream_train,0,0.027453,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 2560, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 374, 40, 40, 40, 40, 40, 40, 40, 10000, 40, 40, 40, 10000, 40, 40, 40, 8003, 40, 40, 40, 10000, 40, 40, 10000, 40, 40, 40, 10000, 40, 40, 972, 40, 3446, 40, 40]","[0.0, 0.027453, 0.000478, 0.001197, 0.031401, 0.237848, 0.000508, 0.026022, 0.336932, 0.054412, 0.004946, 0.003035, 0.001969, 0.002248, 0.003409, 0.001397, 0.002684, 0.000903, 0.000328, 0.000392, 0.006721, 0.006214, 0.000335, 0.000165, 0.000103, 0.010369, 0.000241, 0.000248, 0.000189, 7.6e-05, 6.8e-05, 0.011838, 0.000357, 0.000472, 0.000523, 0.000257, 0.009925, 0.005954, 8.5e-05, 0.000142, 0.006701, 0.000164, 0.000139, 0.00024, 0.000222, 6.4e-05, 5e-05, 0.023598, 0.000384, 9.4e-05, 0.000143, 0.000181, 6.5e-05, 9.7e-05, 0.00016, 0.000163, 6.3e-05, 9.5e-05, 0.000162, 5.7e-05, 9e-05, 0.003187, 0.00142, 0.012779]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.03029,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 10000, 40, 40, 10000, 40, 40, 40, 10000, 40, 40, 8439, 40, 40, 10000, 40, 40, 10000, 40, 40, 40, 10000, 40, 40, 10000, 40, 40]","[0.0, 0.03029, 0.000324, 0.000977, 0.037159, 0.295931, 0.000753, 0.000895, 0.029487, 0.261789, 0.058904, 0.002987, 0.001989, 0.002682, 0.002939, 0.001395, 0.002664, 0.0009, 0.00072, 0.000222, 0.04787, 0.037368, 0.000377, 0.000236, 0.000181, 0.000162, 0.00016, 0.000163, 0.000158, 0.000161, 0.000147, 0.0001, 9.9e-05, 9.6e-05, 9.9e-05, 9.9e-05, 9.7e-05, 9.7e-05, 4.4e-05, 5.3e-05, 9.8e-05, 4.5e-05, 5.3e-05, 9.9e-05, 9.9e-05, 4.3e-05, 5.3e-05, 9.8e-05, 4.3e-05, 5.2e-05, 0.003147, 0.000117, 0.00017, 0.000261, 0.036962, 0.000173, 0.000264, 0.002488, 0.000164, 0.000124, 0.000461, 6.4e-05, 0.000153, 0.001252]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.03817,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.03817, 0.000682, 0.000953, 0.030302, 0.359715, 0.0008, 0.000872, 0.02459, 0.197204, 0.053624, 0.004968, 0.002962, 0.001992, 0.002682, 0.00292, 0.001393, 0.002643, 0.000899]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.032071,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 181, 40, 40, 40, 40, 40, 40, 40, 862, 40, 40, 40, 40, 10000, 40, 2422, 40, 40, 40, 10000, 40, 40, 40, 10000, 40, 40, 6934, 40, 40, 10000, 40, 2338, 40, 40, 40, 5891]","[0.0, 0.032071, 0.00049, 0.001053, 0.030134, 0.429728, 0.000695, 0.000513, 0.024806, 0.127522, 0.041644, 0.000852, 0.001631, 0.009451, 0.004962, 0.002958, 0.001994, 0.002678, 0.002904, 0.001393, 0.002621, 0.00159, 0.006689, 0.000254, 0.000294, 0.000194, 0.005467, 0.000335, 0.000107, 5.8e-05, 0.010473, 0.000241, 0.00025, 0.012171, 0.000356, 0.000683, 0.000204, 7e-05, 0.005405, 0.000733, 0.000568, 0.000226, 0.000175, 0.000201, 0.000165, 0.002764, 0.000274, 0.000151, 8.7e-05, 0.000229, 0.012123, 0.0002, 0.000102, 0.000241, 0.000137, 8.5e-05, 0.003565, 0.007109, 0.000159, 0.0001, 0.00013, 0.012677, 0.000377, 0.000147]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.033687,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 3210, 40, 40, 40, 330, 40, 40, 40, 2636, 40, 40, 40, 40, 40]","[0.0, 0.033687, 0.000914, 0.000576, 0.024261, 0.510385, 0.035725, 0.037226, 0.041728, 0.011813, 0.004962, 0.002955, 0.001994, 0.002676, 0.002888, 0.001394, 0.002598, 0.00087, 0.000453, 0.000267, 0.006683, 0.000255, 0.000168, 0.000127, 0.005654, 0.000335, 0.010515, 0.000124, 0.012663, 0.000467, 0.000579, 0.005702]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.030161,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1536, 40, 40, 40, 40, 40]","[0.0, 0.030161, 0.000766, 0.0004, 0.024205, 0.578708, 0.000324, 0.033921, 0.00597, 0.045935, 0.000467, 0.000674, 0.000244, 0.000125, 5.5e-05, 0.083563, 0.000762, 0.000392, 0.002595]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,test,0,0.041132,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 3652, 40, 40, 40, 40, 1274, 40, 40, 40, 40, 9742, 40, 40, 10000, 40, 10000, 40, 40, 10000, 40, 10000, 40, 5664, 40, 10000, 40, 40]","[0.0, 0.041132, 0.001168, 0.002299, 0.097907, 0.08043, 0.000109, 8.1e-05, 0.076238, 0.000355, 0.035077, 0.000393, 0.011111, 0.000381, 0.000405, 9e-05, 0.007936, 0.000394, 0.006095, 0.000401, 0.000421, 9.6e-05, 0.005818, 0.000523, 0.000454, 0.000308, 0.000146, 0.005412, 0.00032, 0.000156, 0.001942, 0.000318, 0.002083, 0.00016, 0.000777, 0.004752, 0.00053, 9.6e-05, 0.005391, 0.00012, 0.000434, 0.032031]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,3,0.032379,True,0,0,0,24,5,975,0.241917,"[64, 365, 72, 72, 473, 473, 71, 71, 471, 471, 61, 422, 67, 236, 67, 457, 64, 393]","[0.0, 0.032379, 5.47249, 0.005499, 0.029909, 0.000336, 1.227212, 0.006778, 0.044138, 0.00021, 23.267097, 0.029652, 17.116461, 0.028021, 11.109335, 0.030797, 6.824556, 0.030722]","[1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.031915,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.031915, 0.000302, 0.003131, 0.022681, 0.012091, 0.005813, 0.0013, 0.000343, 0.000269, 0.00097, 0.02633]","[1, -1, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.02341,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.02341, 0.000552, 0.004361, 0.025468, 0.031083, 0.000613, 0.028357, 0.000527, 0.370108]","[1, -1, 1, -1, 1, -1, -1, -1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.062015,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 563, 40, 48, 40, 182, 40, 55, 40, 46, 40, 158, 40, 48, 40, 49, 40, 65, 40]","[0.0, 0.062015, 0.000382, 0.010415, 0.000585, 0.225515, 0.002471, 0.066168, 0.001854, 0.004982, 0.000446, 0.000242, 0.00024, 0.069328, 0.000129, 0.061074, 0.036295, 0.043829, 0.000728, 0.076028, 0.001534]","[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.060302,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 563, 40, 48, 40, 182, 40, 55, 46, 40, 158, 40, 48, 40, 49, 40, 65, 40]","[0.0, 0.060302, 0.004939, 0.005764, 0.00037, 0.194496, 0.000247, 0.072441, 0.000219, 0.00798, 0.000191, 0.000326, 0.066919, 0.000128, 0.069873, 0.036154, 0.039405, 0.002181, 0.071619, 0.000189]","[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,test,0,0.065633,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 563, 40, 48, 40, 182, 40, 55, 40, 46, 40, 158, 40, 48, 40, 49, 40, 65, 40]","[0.0, 0.065633, 0.00057, 0.012328, 0.0009, 0.206126, 0.000601, 0.083357, 0.000214, 0.01495, 0.000442, 0.000275, 0.000269, 0.068118, 0.00024, 0.07305, 0.034549, 0.047942, 0.000359, 0.079905, 0.000366]","[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.060964,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 563, 40, 48, 40, 182, 40, 55, 40, 46, 40, 158, 40, 48, 40, 49, 40, 65, 40]","[0.0, 0.060964, 0.000636, 0.008237, 0.00045, 0.202993, 0.000303, 0.072875, 0.000566, 0.008655, 0.000277, 0.005339, 0.000699, 0.056239, 0.000801, 0.074449, 0.034835, 0.034211, 0.0032, 0.075338, 0.000544]","[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.072176,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 563, 40, 48, 40, 182, 40, 55, 46, 40, 158, 40, 48, 40, 49, 40, 65, 40]","[0.0, 0.072176, 0.000514, 0.011107, 0.00064, 0.268012, 0.003768, 0.034904, 0.001296, 0.011459, 0.000195, 0.000623, 0.092683, 0.00011, 0.043807, 0.038365, 0.042696, 0.000517, 0.11879, 0.003124]","[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,test,0,0.112806,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 563, 40, 48, 40, 182, 40, 55, 46, 40, 158, 40, 48, 40, 74, 40]","[0.0, 0.112806, 0.002257, 0.011246, 0.000463, 0.215869, 0.000566, 0.084035, 0.000265, 0.015449, 0.000209, 0.000586, 0.060777, 0.000124, 0.363349, 0.03649, 0.047826, 0.000211]","[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,downstream_train,0,0.06373,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 563, 40, 48, 40, 182, 40, 55, 46, 40, 158, 40, 48, 40, 49, 40, 65, 40]","[0.0, 0.06373, 0.000574, 0.012696, 0.000974, 0.236838, 0.000585, 0.033167, 0.000246, 0.009604, 0.000252, 0.00036, 0.065969, 0.000116, 0.063311, 0.037797, 0.041912, 0.000231, 0.080032, 0.000297]","[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.061414,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 563, 40, 48, 40, 182, 40, 55, 46, 40, 158, 40, 48, 40, 49, 40, 65, 40]","[0.0, 0.061414, 0.000645, 0.009363, 0.000994, 0.199066, 0.000293, 0.080864, 0.000604, 0.013402, 0.000355, 0.000594, 0.059838, 0.00016, 0.073803, 0.033122, 0.051819, 0.000474, 0.079624, 0.000519]","[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,downstream_train,3,0.036633,True,0,0,0,24,5,975,0.241917,"[64, 393, 72, 72, 473, 473, 61, 422, 71, 71, 471, 471]","[0.0, 0.036633, 29.785067, 0.004422, 0.029992, 0.000977, 0.252355, 0.036794, 0.735566, 0.01359, 0.044685, 0.000593]","[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.033141,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.033141, 0.000212, 0.001474, 0.034183, 0.273631, 0.026487, 0.184698, 0.038662, 0.005156]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.032603,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.032603, 5.6e-05, 0.001099, 0.03373, 0.407218, 0.000419, 0.031686, 0.040262, 0.049115]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.028775,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028775, 6.2e-05, 0.001256, 0.033742, 0.476616, 0.031357, 0.153994, 0.042594, 0.00651]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,test,0,0.041405,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.041405, 0.001534, 0.496227, 0.029346, 0.224997, 0.034146, 0.104361, 0.045297]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.040619,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.040619, 0.000274, 0.495576, 0.02931, 0.293394, 0.029077, 0.044365, 0.037229]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.03634,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.03634, 0.001025, 0.496342, 0.029275, 0.365991, 0.025007, 0.006982, 0.102924]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.032869,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.032869, 0.000904, 0.496355, 0.029239, 0.080328, 0.030273, 0.255553, 0.037914]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.029072,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.029072, 0.000805, 0.496365, 0.029204, 0.152428, 0.000495, 0.023656, 0.18963, 0.042339]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.028824,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028824, 0.000547, 0.000524, 0.030308, 0.091937, 0.031375, 0.244243, 0.03868, 0.006138, 9.6e-05]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.031122,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 2764, 40, 40, 40, 40, 943, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.031122, 0.000436, 0.000762, 0.03212, 0.14604, 0.033087, 0.174635, 0.038616, 0.000366, 0.000262, 0.000197, 0.005457, 3.5e-05, 4.7e-05, 7.9e-05, 7.7e-05, 7.9e-05, 0.000106, 0.000102, 0.000124, 8.8e-05, 7.9e-05, 8e-05, 7.7e-05, 3.7e-05, 4.2e-05, 8e-05, 0.000125, 3.6e-05, 0.000175, 1.7e-05, 1.7e-05, 0.000112, 3.5e-05, 4.4e-05, 0.0217, 0.000243, 0.00022, 0.006898, 0.000288, 0.000247, 0.000245, 0.000231, 0.000234, 0.00023, 0.000199]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.025322,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40, 2764, 40, 40, 40, 2764, 40, 40, 2764, 40, 40, 429, 40, 40, 40, 40, 40, 40, 40, 40, 1144, 40, 40, 40, 40, 40, 40, 40, 10000]","[0.0, 0.025322, 0.000236, 0.000809, 0.032064, 0.21341, 0.025574, 0.125296, 0.036985, 0.000116, 8.2e-05, 7.6e-05, 0.000281, 8.2e-05, 0.00012, 8.1e-05, 8.1e-05, 7.7e-05, 0.000126, 8.1e-05, 7.7e-05, 0.000121, 8.2e-05, 7.7e-05, 7.5e-05, 4.3e-05, 8.7e-05, 8e-05, 8.1e-05, 0.000106, 0.000119, 3.5e-05, 4.4e-05, 8e-05, 0.000103, 8e-05, 3.6e-05, 4.4e-05, 7.9e-05, 8e-05, 3.5e-05, 4.4e-05, 0.000114, 3.5e-05, 4.6e-05, 7.8e-05, 3.4e-05, 4.1e-05, 0.024968, 0.000284, 0.000247, 0.000246, 0.00023, 0.000234, 0.00023, 0.000111, 8.7e-05, 0.005108, 0.000305, 0.000424, 0.000302, 0.000261, 0.000313, 0.000991]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.026689,True,1,0,0,24,5,975,0.241917,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 1402, 40, 40, 1402, 40, 40, 40, 40, 1402, 40, 40]","[0.0, 0.026689, 0.000167, 0.000653, 0.026688, 0.28421, 0.000709, 0.024537, 0.05512, 0.035713, 4.7e-05, 0.000115, 7.5e-05, 3.5e-05, 4.4e-05, 7.5e-05, 7.5e-05, 4.2e-05, 0.000128, 0.000105, 8.3e-05, 0.000413, 4.4e-05, 7.7e-05]","[1, -1, 1, -1, 1, -1, -1, 1, -1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1]"
