traffic_type,app,split,protocol_id,rtt,rtt_valid,syn_count,fin_count,rst_count,n_dst_ips,n_dst_ports,n_src_ports,conn_per_sec,packet_sizes,iats,directions
metaverse,Roblox,pretrain,3,0.049534,True,0,0,0,5,1,1,0.916056,"[55, 120, 1360, 58, 1360, 1360, 1360, 58, 1360, 1360, 1360, 1360, 1360, 1360, 1315, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360]","[0.0, 0.049534, 0.139415, 0.000928, 0.012579, 0.00081, 0.011142, 0.000785, 0.030988, 0.00032, 0.03311, 0.00383, 0.002297, 0.000123, 0.007774, 0.011578, 0.007467, 0.004289, 0.001019, 0.005512, 0.002614, 0.006828, 0.011217, 0.001229, 0.000323, 0.001268, 0.003916, 0.022151, 0.011198, 0.001333, 0.000616, 0.000293, 0.001908, 0.002416, 0.00035, 0.001306, 0.001598, 0.002531, 0.000167, 0.000707, 0.001293, 0.002557, 0.001604, 0.000437, 0.001055, 0.002938, 0.003161, 0.000197, 0.003044, 0.000222, 0.001493, 0.003427, 0.001889, 0.005942, 0.001367, 0.032423, 0.000109, 0.002076, 0.001034, 0.00081, 0.007741, 0.005172, 0.006414, 0.000725]","[1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
metaverse,Roblox,test,3,0.171641,True,0,0,0,5,1,1,0.916056,"[61, 58, 134, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 58, 1360, 55, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 58, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360]","[0.0, 0.160773, 0.171641, 0.113869, 0.099511, 0.115873, 0.082894, 0.087998, 0.005556, 0.000383, 0.046596, 0.020883, 0.00462, 0.000988, 0.14245, 0.006435, 0.087334, 0.016344, 0.089652, 0.007553, 0.021205, 0.088089, 0.009223, 0.012021, 0.007537, 0.034709, 0.012964, 0.001253, 0.024797, 0.015538, 0.015176, 0.004033, 0.00268, 0.000263, 0.002633, 0.028804, 0.001729, 0.001963, 0.014514, 0.000162, 0.01394, 0.001511, 0.006513, 0.000719, 0.014629, 0.068188, 0.012912, 0.04248, 0.004628, 0.016971, 0.008783, 0.00255, 9.5e-05, 0.000595, 0.003653, 0.001326, 0.000573, 0.002362, 0.006049, 0.003813, 0.002403, 0.000753, 0.000533, 0.001108]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
metaverse,Roblox,pretrain,3,0.278498,True,0,0,0,5,1,1,0.916056,"[58, 61, 1360, 1360, 140, 1360, 58, 1360, 1360, 1360, 1360, 1360, 61, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 885, 785, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 58, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 58, 1360]","[0.0, 0.278498, 0.008595, 0.120879, 0.036603, 0.001027, 0.092757, 0.108314, 0.013441, 0.057452, 0.011931, 0.013149, 0.002366, 0.008956, 0.063647, 0.015739, 0.093189, 0.000444, 0.007966, 0.00014, 0.00349, 0.002624, 0.000341, 0.002256, 0.000114, 0.003578, 0.006396, 0.004427, 0.006923, 0.022237, 0.002173, 0.003495, 0.000534, 0.010738, 0.000409, 0.001795, 0.001713, 0.009154, 0.001171, 0.002459, 0.19776, 0.00018, 0.030872, 0.005289, 0.00533, 0.004637, 0.011475, 0.006072, 0.014183, 0.011986, 0.002588, 0.001781, 0.002232, 0.000395, 9.9e-05, 0.000696, 0.008421, 0.013532, 0.005839, 0.016688, 0.004134, 0.001747, 0.012771, 0.066129]","[1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
metaverse,Roblox,pretrain,3,0.070438,True,0,0,0,5,1,1,0.916056,"[1227, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 986, 1360, 1360, 1360, 1360, 1360, 1028, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 58, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 58, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360]","[0.0, 0.070438, 0.000306, 0.127625, 0.016028, 0.015623, 0.002402, 0.001166, 0.000235, 0.005901, 0.014582, 0.107259, 0.067355, 0.000934, 0.003197, 0.000457, 0.027713, 0.000115, 0.008739, 0.000669, 0.000664, 0.001044, 0.000277, 0.000527, 0.008794, 0.002271, 0.000414, 0.001064, 0.001764, 0.00696, 0.003078, 0.001008, 0.002648, 0.00012, 0.000545, 0.001675, 0.009164, 0.001394, 0.004301, 0.000343, 0.003961, 0.001448, 0.000112, 0.009589, 0.003308, 0.001213, 0.010585, 0.010571, 0.00204, 0.003327, 8.4e-05, 0.000477, 0.000175, 0.000851, 0.003781, 0.020755, 0.004315, 0.001042, 0.001109, 0.003112, 0.011878, 0.000204, 0.002756, 0.004453]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
metaverse,Roblox,downstream_train,3,0.009467,True,0,0,0,5,1,1,0.916056,"[80, 58, 1360, 247, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1144, 58, 1360, 1360, 1360, 1360, 1360, 1237, 1360, 1360, 58, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 1360, 58, 1360, 1360, 1360]","[0.0, 0.009467, 0.069428, 0.097574, 0.006762, 0.018451, 0.000928, 0.281623, 0.011514, 0.009146, 0.068063, 0.009512, 0.00084, 0.010523, 0.063619, 0.014613, 0.000346, 0.024759, 0.015707, 0.000888, 0.003283, 0.000151, 0.00455, 0.001451, 9.3e-05, 0.002556, 0.003134, 0.001916, 0.002839, 0.003134, 0.012306, 0.004673, 0.001152, 0.006437, 0.004857, 0.018808, 0.001362, 0.019904, 0.00199, 0.000494, 0.026807, 0.001178, 0.005817, 0.04006, 0.000923, 0.003371, 0.012794, 0.007323, 0.022504, 0.021089, 0.002449, 0.007741, 0.000125, 0.005051, 0.013231, 0.024608, 0.08628, 0.020626, 0.000825, 0.000197, 0.001193, 0.00112, 0.001741, 0.014045]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.034576,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.034576, 6.3e-05, 0.001292, 0.045924, 0.578434, 0.0001, 0.000102, 0.025848, 0.352591, 0.038932, 0.000168]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.03347,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.03347, 0.000115, 0.000491, 0.053977, 0.637962, 0.000235, 0.027149, 0.28314, 0.038647, 0.00013]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.026348,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.026348, 5.7e-05, 0.001015, 0.056788, 0.771453, 0.000417, 0.000237, 0.029991, 0.143528, 0.038462, 7.9e-05, 7.3e-05]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.029269,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.029269, 4.2e-05, 0.000671, 0.053893, 0.706147, 0.000603, 0.028462, 0.213327, 0.04308, 0.000103]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.029812,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.029812, 0.000127, 0.000647, 0.056638, 0.835457, 0.026138, 0.078808, 0.042725]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.035894,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.035894, 0.000192, 0.007875, 0.039415, 0.38115, 9.1e-05, 4.8e-05, 0.030517, 0.542104, 0.04923, 0.000106, 9.3e-05, 0.000153, 0.000151]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,downstream_train,0,0.044938,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.044938, 0.000221, 0.007792, 0.039153, 0.000343, 0.312101, 0.001956, 0.023336, 0.616259, 0.041978, 0.00017, 0.000577, 0.000265, 0.006164, 0.000178, 0.000157]","[1, -1, 1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,downstream_train,0,0.033302,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.033302, 0.00016, 0.007913, 0.039029, 0.449657, 9.4e-05, 4.8e-05, 0.032797, 0.471891, 0.048661, 0.000176, 0.000166, 0.000106, 9.3e-05, 0.000154, 0.00015, 0.000112, 0.000123]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.0,False,5,0,0,1,1,1,0.032728,"[60, 60, 60, 60, 60]","[0.0, 1.995649, 3.999596, 8.559735, 16.000175]","[1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.415975,True,0,0,0,42,4,1770,0.153301,"[557, 5418, 166, 91, 1254, 351]","[0.0, 0.415975, 0.008526, 0.213584, 0.001254, 0.220062]","[1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.228232,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40]","[0.0, 0.228232, 0.002563, 0.001271, 0.424308, 0.000162, 0.214778, 0.256016]","[1, -1, 1, -1, 1, -1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.023317,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40]","[0.0, 0.023317, 0.000121, 0.001304, 0.021801, 0.0001, 0.000191, 0.313701]","[1, -1, 1, -1, 1, -1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.031981,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40]","[0.0, 0.031981, 0.000451, 0.001219, 0.032845, 0.001885, 9.2e-05, 0.318227]","[1, -1, 1, -1, 1, -1, -1, 1]"
metaverse,Zepeto,downstream_train,0,0.023998,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.023998, 9e-05, 0.001751, 0.050141, 0.002513, 0.024794, 0.178484, 0.079203, 0.027283, 0.091539]","[1, -1, 1, -1, 1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.084931,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40]","[0.0, 0.084931, 0.001392, 0.000973, 0.035834, 0.000265, 0.000566, 0.083261]","[1, -1, 1, -1, 1, -1, -1, 1]"
metaverse,Zepeto,downstream_train,0,0.077195,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40]","[0.0, 0.077195, 0.001277, 0.001023, 0.042219, 0.000123, 0.000581, 0.086977]","[1, -1, 1, -1, 1, -1, -1, 1]"
metaverse,Zepeto,test,0,0.027905,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.027905, 6.4e-05, 0.000649, 0.05669, 0.902707, 0.000114, 0.046888, 0.000426, 0.083848]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.031742,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.031742, 0.000121, 0.251998, 0.027731, 0.683119, 0.000135, 0.074081, 0.008863, 0.001322, 0.086068]","[1, -1, 1, -1, 1, -1, -1, 1, -1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.056428,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 2764, 40, 40, 2764, 40, 40, 40, 2764, 40, 40, 1402, 40, 1967, 40, 40, 40, 40, 40]","[0.0, 0.056428, 0.000281, 0.000365, 0.024932, 0.000384, 0.073451, 0.020301, 0.498113, 0.041249, 0.000124, 0.000117, 0.000141, 0.000147, 0.000145, 0.000139, 0.000266, 0.000124, 0.000171, 6.8e-05, 2.9e-05, 3.5e-05, 7e-05, 6.7e-05, 7e-05, 0.00011, 7.5e-05, 7.3e-05, 7e-05, 7.3e-05, 0.000166, 6.3e-05, 5.6e-05, 6.8e-05, 3.7e-05, 3.5e-05, 7.3e-05, 3.6e-05, 3.6e-05, 7.2e-05, 7.6e-05, 3.4e-05, 3.7e-05, 6.7e-05, 3.6e-05, 3.3e-05, 4.2e-05, 3.5e-05, 0.038211, 6.1e-05, 9.6e-05, 5.8e-05]","[1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.048472,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 1402, 40, 40, 1402, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40]","[0.0, 0.048472, 0.000185, 0.000516, 0.025163, 0.154274, 0.000586, 0.000378, 0.029659, 0.407519, 0.043841, 3.8e-05, 6.5e-05, 3.9e-05, 3.4e-05, 6.5e-05, 3.8e-05, 3.3e-05, 7.3e-05, 7.5e-05, 6.9e-05, 7e-05, 6.9e-05, 4e-05, 3.3e-05, 7.3e-05, 0.000926, 0.000153]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.046145,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.046145, 0.00015, 0.000643, 0.030151, 0.000383, 0.217098, 0.000319, 0.025975, 0.343618, 0.040597, 0.000122, 0.000117, 0.000141, 0.000146, 0.000146, 0.000139, 0.000267, 0.000122, 0.000172]","[1, -1, 1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,test,0,0.025006,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40]","[0.0, 0.025006, 0.000147, 0.000569, 0.022672, 0.285046, 9.1e-05, 5.4e-05, 0.028212, 0.273694, 0.045543, 7.6e-05, 8.9e-05, 1.8e-05, 3.4e-05, 0.00629, 0.00011]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, -1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.034334,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40, 40, 40, 40, 40, 2764, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 2764, 40, 40, 40, 40, 40, 40, 40, 40, 40, 2764, 40, 40, 40, 1402, 40, 40, 40]","[0.0, 0.034334, 0.000148, 0.000984, 0.034748, 0.33371, 0.000459, 0.000266, 0.024586, 0.198735, 0.051965, 0.000108, 0.005682, 0.006249, 0.000258, 0.000108, 0.000126, 0.001025, 3.3e-05, 0.000124, 6.7e-05, 8.6e-05, 5.4e-05, 8e-05, 5.4e-05, 5.3e-05, 1.8e-05, 4e-05, 0.001174, 0.001816, 0.001312, 0.023861, 0.007293, 0.000138, 0.000122, 7.1e-05, 7.2e-05, 1.8e-05, 3.6e-05, 0.000401, 0.000109, 7.9e-05, 9e-05, 9.5e-05, 5.5e-05, 0.004665, 0.000109, 0.000112, 8.6e-05, 0.000199, 0.008613, 0.000152, 8e-05, 0.000129, 0.000135]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1]"
metaverse,Zepeto,test,0,0.03209,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4126, 40, 40, 40, 40, 40, 225, 40, 40, 40, 40, 40, 40, 2564, 40, 40, 40, 2395, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.03209, 0.000131, 0.00108, 0.03466, 0.407638, 0.00015, 0.026048, 0.123846, 0.064177, 0.000107, 0.000626, 8.9e-05, 5.3e-05, 5.2e-05, 0.001078, 6.3e-05, 8.9e-05, 0.000117, 0.000165, 0.00014, 0.003592, 7.2e-05, 0.004502, 0.000129, 0.006046, 0.00013, 8.7e-05, 6.3e-05, 0.000148, 0.020113, 7.9e-05, 4.2e-05, 0.005863, 0.000135, 8.1e-05, 5.8e-05, 0.008795, 6.3e-05, 4.8e-05, 0.000263, 9.4e-05, 4e-05, 4e-05, 6.1e-05, 0.00013, 7.5e-05, 7.4e-05, 0.005211, 0.000358, 0.000163, 0.000104, 9.3e-05]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.02931,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 1402, 40, 40, 40, 1402, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40]","[0.0, 0.02931, 7.9e-05, 0.001011, 0.046178, 0.46703, 0.000539, 0.000349, 0.038284, 0.039893, 0.064316, 5e-05, 8.1e-05, 1.7e-05, 3.3e-05, 4.9e-05, 1.8e-05, 3.2e-05, 0.000107, 5.8e-05, 0.000311, 3.4e-05, 5.2e-05, 5.3e-05, 5.3e-05, 5e-05, 0.000757, 8.9e-05, 0.000511, 7.7e-05, 8.9e-05, 5.3e-05, 0.000122, 0.000111, 0.007843, 1.7e-05, 3.6e-05, 0.005938, 0.000185]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.021878,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.021878, 7.9e-05, 0.001388, 0.046303, 0.541962, 0.000487, 0.000284, 0.023703, 0.01183, 0.195064]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.025087,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.025087, 0.000118, 0.586878, 0.03447, 0.088182, 0.000842, 0.000311, 0.053553, 0.000607, 0.030095]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.169878,True,0,0,0,42,4,1770,0.153301,"[640, 640, 557, 4380, 2740, 1680, 120, 86, 77, 75, 451, 4380, 120, 182, 149, 120, 86, 77, 75, 64, 149, 701, 71, 567, 614, 630, 1092, 142, 479, 401, 75, 5322, 155, 573, 161, 161, 162, 162, 162, 162, 2394, 161, 161, 142, 142, 142, 142, 1288, 2977]","[0.0, 0.000584, 0.000499, 0.168795, 0.005569, 0.00026, 0.002949, 0.000772, 0.000152, 7.8e-05, 0.000776, 0.002413, 0.004774, 0.000192, 0.004877, 0.00496, 0.001943, 0.000409, 0.000307, 0.003509, 0.001271, 0.023135, 0.00143, 0.004386, 0.006654, 0.01108, 0.001335, 0.153695, 0.050529, 16.337087, 0.050826, 0.012806, 4.266425, 0.030615, 25.121039, 0.001122, 0.002451, 0.001844, 0.017029, 0.001288, 0.000837, 0.003241, 0.000753, 0.001721, 0.00147, 0.002298, 0.001199, 0.01954, 0.01578]","[1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.039103,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.039103, 0.010574, 0.001452, 0.169092, 0.008246, 0.000717, 0.000121, 7.5e-05, 0.000811, 0.012242, 0.012439, 0.024596, 0.024265, 0.152835, 0.08473, 16.302957, 0.050927, 0.013978, 4.26513, 0.03084, 25.120814, 0.001053, 0.002503, 0.001858, 0.017033, 0.001221, 0.001005, 0.003135, 0.000687, 0.00173, 0.001514, 0.002306, 0.001139, 0.035729]","[1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.01896,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40, 40, 40]","[0.0, 0.01896, 0.000209, 0.001074, 0.02931, 0.073842, 0.000626, 0.000362, 0.024732, 0.000514, 0.048095, 0.000135, 0.000273, 7.1e-05, 8.2e-05, 0.000217, 0.000102, 0.000308, 0.036521]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.107597,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.107597, 0.000431, 0.002637, 0.039052, 0.079586, 0.000265, 0.029633, 0.184244, 0.043274]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
